"","연도","직종","회차","일련번호","과목명","과목별점수"
"45231",2017,"의사(필기)",81,"2768","의학총론1",36
"45232",2017,"의사(필기)",81,"2768","의학총론2(R형)",6
"45233",2017,"의사(필기)",81,"2769","보건의약관계 법규",16
"45234",2017,"의사(필기)",81,"2769","의학각론1(R형)",35
"45235",2017,"의사(필기)",81,"2769","의학각론2",59
"45236",2017,"의사(필기)",81,"2769","의학각론3",49
"45237",2017,"의사(필기)",81,"2769","의학각론4",46
"45238",2017,"의사(필기)",81,"2769","의학총론1",38
"45239",2017,"의사(필기)",81,"2769","의학총론2(R형)",5
"45240",2017,"의사(필기)",81,"2770","보건의약관계 법규",15
"45241",2017,"의사(필기)",81,"2770","의학각론1(R형)",37
"45242",2017,"의사(필기)",81,"2770","의학각론2",65
"45243",2017,"의사(필기)",81,"2770","의학각론3",58
"45244",2017,"의사(필기)",81,"2770","의학각론4",49
"45245",2017,"의사(필기)",81,"2770","의학총론1",28
"45246",2017,"의사(필기)",81,"2770","의학총론2(R형)",7
"45247",2017,"의사(필기)",81,"2771","보건의약관계 법규",16
"45248",2017,"의사(필기)",81,"2771","의학각론1(R형)",37
"45249",2017,"의사(필기)",81,"2771","의학각론2",58
"45250",2017,"의사(필기)",81,"2771","의학각론3",57
"45251",2017,"의사(필기)",81,"2771","의학각론4",48
"45252",2017,"의사(필기)",81,"2771","의학총론1",39
"45253",2017,"의사(필기)",81,"2771","의학총론2(R형)",6
"45254",2017,"의사(필기)",81,"2772","보건의약관계 법규",17
"45255",2017,"의사(필기)",81,"2772","의학각론1(R형)",39
"45256",2017,"의사(필기)",81,"2772","의학각론2",65
"45257",2017,"의사(필기)",81,"2772","의학각론3",56
"45258",2017,"의사(필기)",81,"2772","의학각론4",47
"45259",2017,"의사(필기)",81,"2772","의학총론1",42
"45260",2017,"의사(필기)",81,"2772","의학총론2(R형)",6
"45261",2017,"의사(필기)",81,"2773","보건의약관계 법규",16
"45262",2017,"의사(필기)",81,"2773","의학각론1(R형)",39
"45263",2017,"의사(필기)",81,"2773","의학각론2",60
"45264",2017,"의사(필기)",81,"2773","의학각론3",60
"45265",2017,"의사(필기)",81,"2773","의학각론4",51
"45266",2017,"의사(필기)",81,"2773","의학총론1",33
"45267",2017,"의사(필기)",81,"2773","의학총론2(R형)",6
"45268",2017,"의사(필기)",81,"2774","보건의약관계 법규",19
"45269",2017,"의사(필기)",81,"2774","의학각론1(R형)",37
"45270",2017,"의사(필기)",81,"2774","의학각론2",56
"45271",2017,"의사(필기)",81,"2774","의학각론3",60
"45272",2017,"의사(필기)",81,"2774","의학각론4",51
"45273",2017,"의사(필기)",81,"2774","의학총론1",38
"45274",2017,"의사(필기)",81,"2774","의학총론2(R형)",6
"45275",2017,"의사(필기)",81,"2775","보건의약관계 법규",16
"45276",2017,"의사(필기)",81,"2775","의학각론1(R형)",41
"45277",2017,"의사(필기)",81,"2775","의학각론2",68
"45278",2017,"의사(필기)",81,"2775","의학각론3",66
"45279",2017,"의사(필기)",81,"2775","의학각론4",51
"45280",2017,"의사(필기)",81,"2775","의학총론1",42
"45281",2017,"의사(필기)",81,"2775","의학총론2(R형)",8
"45282",2017,"의사(필기)",81,"2776","보건의약관계 법규",16
"45283",2017,"의사(필기)",81,"2776","의학각론1(R형)",32
"45284",2017,"의사(필기)",81,"2776","의학각론2",50
"45285",2017,"의사(필기)",81,"2776","의학각론3",61
"45286",2017,"의사(필기)",81,"2776","의학각론4",48
"45287",2017,"의사(필기)",81,"2776","의학총론1",34
"45288",2017,"의사(필기)",81,"2776","의학총론2(R형)",3
"45289",2017,"의사(필기)",81,"2777","보건의약관계 법규",15
"45290",2017,"의사(필기)",81,"2777","의학각론1(R형)",40
"45291",2017,"의사(필기)",81,"2777","의학각론2",64
"45292",2017,"의사(필기)",81,"2777","의학각론3",68
"45293",2017,"의사(필기)",81,"2777","의학각론4",50
"45294",2017,"의사(필기)",81,"2777","의학총론1",38
"45295",2017,"의사(필기)",81,"2777","의학총론2(R형)",7
"45296",2017,"의사(필기)",81,"2778","보건의약관계 법규",16
"45297",2017,"의사(필기)",81,"2778","의학각론1(R형)",38
"45298",2017,"의사(필기)",81,"2778","의학각론2",60
"45299",2017,"의사(필기)",81,"2778","의학각론3",61
"45300",2017,"의사(필기)",81,"2778","의학각론4",50
"45301",2017,"의사(필기)",81,"2778","의학총론1",40
"45302",2017,"의사(필기)",81,"2778","의학총론2(R형)",6
"45303",2017,"의사(필기)",81,"2779","보건의약관계 법규",17
"45304",2017,"의사(필기)",81,"2779","의학각론1(R형)",38
"45305",2017,"의사(필기)",81,"2779","의학각론2",64
"45306",2017,"의사(필기)",81,"2779","의학각론3",65
"45307",2017,"의사(필기)",81,"2779","의학각론4",54
"45308",2017,"의사(필기)",81,"2779","의학총론1",39
"45309",2017,"의사(필기)",81,"2779","의학총론2(R형)",7
"45310",2017,"의사(필기)",81,"2780","보건의약관계 법규",14
"45311",2017,"의사(필기)",81,"2780","의학각론1(R형)",22
"45312",2017,"의사(필기)",81,"2780","의학각론2",43
"45313",2017,"의사(필기)",81,"2780","의학각론3",45
"45314",2017,"의사(필기)",81,"2780","의학각론4",37
"45315",2017,"의사(필기)",81,"2780","의학총론1",28
"45316",2017,"의사(필기)",81,"2780","의학총론2(R형)",4
"45317",2017,"의사(필기)",81,"2781","보건의약관계 법규",16
"45318",2017,"의사(필기)",81,"2781","의학각론1(R형)",35
"45319",2017,"의사(필기)",81,"2781","의학각론2",58
"45320",2017,"의사(필기)",81,"2781","의학각론3",57
"45321",2017,"의사(필기)",81,"2781","의학각론4",40
"45322",2017,"의사(필기)",81,"2781","의학총론1",31
"45323",2017,"의사(필기)",81,"2781","의학총론2(R형)",6
"45324",2017,"의사(필기)",81,"2782","보건의약관계 법규",17
"45325",2017,"의사(필기)",81,"2782","의학각론1(R형)",41
"45326",2017,"의사(필기)",81,"2782","의학각론2",61
"45327",2017,"의사(필기)",81,"2782","의학각론3",62
"45328",2017,"의사(필기)",81,"2782","의학각론4",53
"45329",2017,"의사(필기)",81,"2782","의학총론1",38
"45330",2017,"의사(필기)",81,"2782","의학총론2(R형)",7
"45331",2017,"의사(필기)",81,"2783","보건의약관계 법규",13
"45332",2017,"의사(필기)",81,"2783","의학각론1(R형)",25
"45333",2017,"의사(필기)",81,"2783","의학각론2",44
"45334",2017,"의사(필기)",81,"2783","의학각론3",47
"45335",2017,"의사(필기)",81,"2783","의학각론4",36
"45336",2017,"의사(필기)",81,"2783","의학총론1",32
"45337",2017,"의사(필기)",81,"2783","의학총론2(R형)",4
"45338",2017,"의사(필기)",81,"2784","보건의약관계 법규",17
"45339",2017,"의사(필기)",81,"2784","의학각론1(R형)",43
"45340",2017,"의사(필기)",81,"2784","의학각론2",67
"45341",2017,"의사(필기)",81,"2784","의학각론3",74
"45342",2017,"의사(필기)",81,"2784","의학각론4",59
"45343",2017,"의사(필기)",81,"2784","의학총론1",40
"45344",2017,"의사(필기)",81,"2784","의학총론2(R형)",7
"45345",2017,"의사(필기)",81,"2785","보건의약관계 법규",14
"45346",2017,"의사(필기)",81,"2785","의학각론1(R형)",39
"45347",2017,"의사(필기)",81,"2785","의학각론2",65
"45348",2017,"의사(필기)",81,"2785","의학각론3",62
"45349",2017,"의사(필기)",81,"2785","의학각론4",55
"45350",2017,"의사(필기)",81,"2785","의학총론1",35
"45351",2017,"의사(필기)",81,"2785","의학총론2(R형)",5
"45352",2017,"의사(필기)",81,"2786","보건의약관계 법규",17
"45353",2017,"의사(필기)",81,"2786","의학각론1(R형)",35
"45354",2017,"의사(필기)",81,"2786","의학각론2",64
"45355",2017,"의사(필기)",81,"2786","의학각론3",65
"45356",2017,"의사(필기)",81,"2786","의학각론4",46
"45357",2017,"의사(필기)",81,"2786","의학총론1",37
"45358",2017,"의사(필기)",81,"2786","의학총론2(R형)",4
"45359",2017,"의사(필기)",81,"2787","보건의약관계 법규",15
"45360",2017,"의사(필기)",81,"2787","의학각론1(R형)",29
"45361",2017,"의사(필기)",81,"2787","의학각론2",52
"45362",2017,"의사(필기)",81,"2787","의학각론3",53
"45363",2017,"의사(필기)",81,"2787","의학각론4",36
"45364",2017,"의사(필기)",81,"2787","의학총론1",32
"45365",2017,"의사(필기)",81,"2787","의학총론2(R형)",5
"45366",2017,"의사(필기)",81,"2788","보건의약관계 법규",15
"45367",2017,"의사(필기)",81,"2788","의학각론1(R형)",35
"45368",2017,"의사(필기)",81,"2788","의학각론2",57
"45369",2017,"의사(필기)",81,"2788","의학각론3",54
"45370",2017,"의사(필기)",81,"2788","의학각론4",40
"45371",2017,"의사(필기)",81,"2788","의학총론1",32
"45372",2017,"의사(필기)",81,"2788","의학총론2(R형)",7
"45373",2017,"의사(필기)",81,"2789","보건의약관계 법규",17
"45374",2017,"의사(필기)",81,"2789","의학각론1(R형)",39
"45375",2017,"의사(필기)",81,"2789","의학각론2",59
"45376",2017,"의사(필기)",81,"2789","의학각론3",61
"45377",2017,"의사(필기)",81,"2789","의학각론4",46
"45378",2017,"의사(필기)",81,"2789","의학총론1",34
"45379",2017,"의사(필기)",81,"2789","의학총론2(R형)",6
"45380",2017,"의사(필기)",81,"2790","보건의약관계 법규",18
"45381",2017,"의사(필기)",81,"2790","의학각론1(R형)",30
"45382",2017,"의사(필기)",81,"2790","의학각론2",59
"45383",2017,"의사(필기)",81,"2790","의학각론3",58
"45384",2017,"의사(필기)",81,"2790","의학각론4",42
"45385",2017,"의사(필기)",81,"2790","의학총론1",38
"45386",2017,"의사(필기)",81,"2790","의학총론2(R형)",4
"45387",2017,"의사(필기)",81,"2791","보건의약관계 법규",17
"45388",2017,"의사(필기)",81,"2791","의학각론1(R형)",45
"45389",2017,"의사(필기)",81,"2791","의학각론2",75
"45390",2017,"의사(필기)",81,"2791","의학각론3",74
"45391",2017,"의사(필기)",81,"2791","의학각론4",56
"45392",2017,"의사(필기)",81,"2791","의학총론1",44
"45393",2017,"의사(필기)",81,"2791","의학총론2(R형)",8
"45394",2017,"의사(필기)",81,"2792","보건의약관계 법규",19
"45395",2017,"의사(필기)",81,"2792","의학각론1(R형)",31
"45396",2017,"의사(필기)",81,"2792","의학각론2",50
"45397",2017,"의사(필기)",81,"2792","의학각론3",62
"45398",2017,"의사(필기)",81,"2792","의학각론4",43
"45399",2017,"의사(필기)",81,"2792","의학총론1",39
"45400",2017,"의사(필기)",81,"2792","의학총론2(R형)",4
"45401",2017,"의사(필기)",81,"2793","보건의약관계 법규",16
"45402",2017,"의사(필기)",81,"2793","의학각론1(R형)",33
"45403",2017,"의사(필기)",81,"2793","의학각론2",56
"45404",2017,"의사(필기)",81,"2793","의학각론3",60
"45405",2017,"의사(필기)",81,"2793","의학각론4",46
"45406",2017,"의사(필기)",81,"2793","의학총론1",38
"45407",2017,"의사(필기)",81,"2793","의학총론2(R형)",8
"45408",2017,"의사(필기)",81,"2794","보건의약관계 법규",15
"45409",2017,"의사(필기)",81,"2794","의학각론1(R형)",26
"45410",2017,"의사(필기)",81,"2794","의학각론2",53
"45411",2017,"의사(필기)",81,"2794","의학각론3",55
"45412",2017,"의사(필기)",81,"2794","의학각론4",43
"45413",2017,"의사(필기)",81,"2794","의학총론1",29
"45414",2017,"의사(필기)",81,"2794","의학총론2(R형)",5
"45415",2017,"의사(필기)",81,"2795","보건의약관계 법규",13
"45416",2017,"의사(필기)",81,"2795","의학각론1(R형)",24
"45417",2017,"의사(필기)",81,"2795","의학각론2",50
"45418",2017,"의사(필기)",81,"2795","의학각론3",43
"45419",2017,"의사(필기)",81,"2795","의학각론4",37
"45420",2017,"의사(필기)",81,"2795","의학총론1",32
"45421",2017,"의사(필기)",81,"2795","의학총론2(R형)",3
"45422",2017,"의사(필기)",81,"2796","보건의약관계 법규",16
"45423",2017,"의사(필기)",81,"2796","의학각론1(R형)",35
"45424",2017,"의사(필기)",81,"2796","의학각론2",60
"45425",2017,"의사(필기)",81,"2796","의학각론3",49
"45426",2017,"의사(필기)",81,"2796","의학각론4",44
"45427",2017,"의사(필기)",81,"2796","의학총론1",33
"45428",2017,"의사(필기)",81,"2796","의학총론2(R형)",7
"45429",2017,"의사(필기)",81,"2797","보건의약관계 법규",15
"45430",2017,"의사(필기)",81,"2797","의학각론1(R형)",37
"45431",2017,"의사(필기)",81,"2797","의학각론2",59
"45432",2017,"의사(필기)",81,"2797","의학각론3",59
"45433",2017,"의사(필기)",81,"2797","의학각론4",43
"45434",2017,"의사(필기)",81,"2797","의학총론1",34
"45435",2017,"의사(필기)",81,"2797","의학총론2(R형)",6
"45436",2017,"의사(필기)",81,"2798","보건의약관계 법규",18
"45437",2017,"의사(필기)",81,"2798","의학각론1(R형)",41
"45438",2017,"의사(필기)",81,"2798","의학각론2",66
"45439",2017,"의사(필기)",81,"2798","의학각론3",66
"45440",2017,"의사(필기)",81,"2798","의학각론4",52
"45441",2017,"의사(필기)",81,"2798","의학총론1",39
"45442",2017,"의사(필기)",81,"2798","의학총론2(R형)",5
"45443",2017,"의사(필기)",81,"2799","보건의약관계 법규",16
"45444",2017,"의사(필기)",81,"2799","의학각론1(R형)",34
"45445",2017,"의사(필기)",81,"2799","의학각론2",59
"45446",2017,"의사(필기)",81,"2799","의학각론3",64
"45447",2017,"의사(필기)",81,"2799","의학각론4",52
"45448",2017,"의사(필기)",81,"2799","의학총론1",41
"45449",2017,"의사(필기)",81,"2799","의학총론2(R형)",7
"45450",2017,"의사(필기)",81,"2800","보건의약관계 법규",19
"45451",2017,"의사(필기)",81,"2800","의학각론1(R형)",32
"45452",2017,"의사(필기)",81,"2800","의학각론2",58
"45453",2017,"의사(필기)",81,"2800","의학각론3",58
"45454",2017,"의사(필기)",81,"2800","의학각론4",40
"45455",2017,"의사(필기)",81,"2800","의학총론1",38
"45456",2017,"의사(필기)",81,"2800","의학총론2(R형)",5
"45457",2017,"의사(필기)",81,"2801","보건의약관계 법규",18
"45458",2017,"의사(필기)",81,"2801","의학각론1(R형)",30
"45459",2017,"의사(필기)",81,"2801","의학각론2",59
"45460",2017,"의사(필기)",81,"2801","의학각론3",54
"45461",2017,"의사(필기)",81,"2801","의학각론4",44
"45462",2017,"의사(필기)",81,"2801","의학총론1",38
"45463",2017,"의사(필기)",81,"2801","의학총론2(R형)",4
"45464",2017,"의사(필기)",81,"2802","보건의약관계 법규",16
"45465",2017,"의사(필기)",81,"2802","의학각론1(R형)",34
"45466",2017,"의사(필기)",81,"2802","의학각론2",64
"45467",2017,"의사(필기)",81,"2802","의학각론3",64
"45468",2017,"의사(필기)",81,"2802","의학각론4",48
"45469",2017,"의사(필기)",81,"2802","의학총론1",44
"45470",2017,"의사(필기)",81,"2802","의학총론2(R형)",5
"45471",2017,"의사(필기)",81,"2803","보건의약관계 법규",17
"45472",2017,"의사(필기)",81,"2803","의학각론1(R형)",36
"45473",2017,"의사(필기)",81,"2803","의학각론2",62
"45474",2017,"의사(필기)",81,"2803","의학각론3",68
"45475",2017,"의사(필기)",81,"2803","의학각론4",49
"45476",2017,"의사(필기)",81,"2803","의학총론1",37
"45477",2017,"의사(필기)",81,"2803","의학총론2(R형)",7
"45478",2017,"의사(필기)",81,"2804","보건의약관계 법규",18
"45479",2017,"의사(필기)",81,"2804","의학각론1(R형)",37
"45480",2017,"의사(필기)",81,"2804","의학각론2",55
"45481",2017,"의사(필기)",81,"2804","의학각론3",62
"45482",2017,"의사(필기)",81,"2804","의학각론4",45
"45483",2017,"의사(필기)",81,"2804","의학총론1",34
"45484",2017,"의사(필기)",81,"2804","의학총론2(R형)",7
"45485",2017,"의사(필기)",81,"2805","보건의약관계 법규",13
"45486",2017,"의사(필기)",81,"2805","의학각론1(R형)",34
"45487",2017,"의사(필기)",81,"2805","의학각론2",54
"45488",2017,"의사(필기)",81,"2805","의학각론3",66
"45489",2017,"의사(필기)",81,"2805","의학각론4",51
"45490",2017,"의사(필기)",81,"2805","의학총론1",38
"45491",2017,"의사(필기)",81,"2805","의학총론2(R형)",7
"45492",2017,"의사(필기)",81,"2806","보건의약관계 법규",17
"45493",2017,"의사(필기)",81,"2806","의학각론1(R형)",39
"45494",2017,"의사(필기)",81,"2806","의학각론2",60
"45495",2017,"의사(필기)",81,"2806","의학각론3",58
"45496",2017,"의사(필기)",81,"2806","의학각론4",46
"45497",2017,"의사(필기)",81,"2806","의학총론1",45
"45498",2017,"의사(필기)",81,"2806","의학총론2(R형)",5
"45499",2017,"의사(필기)",81,"2807","보건의약관계 법규",14
"45500",2017,"의사(필기)",81,"2807","의학각론1(R형)",36
"45501",2017,"의사(필기)",81,"2807","의학각론2",61
"45502",2017,"의사(필기)",81,"2807","의학각론3",59
"45503",2017,"의사(필기)",81,"2807","의학각론4",53
"45504",2017,"의사(필기)",81,"2807","의학총론1",35
"45505",2017,"의사(필기)",81,"2807","의학총론2(R형)",5
"45506",2017,"의사(필기)",81,"2808","보건의약관계 법규",19
"45507",2017,"의사(필기)",81,"2808","의학각론1(R형)",41
"45508",2017,"의사(필기)",81,"2808","의학각론2",71
"45509",2017,"의사(필기)",81,"2808","의학각론3",74
"45510",2017,"의사(필기)",81,"2808","의학각론4",56
"45511",2017,"의사(필기)",81,"2808","의학총론1",42
"45512",2017,"의사(필기)",81,"2808","의학총론2(R형)",8
"45513",2017,"의사(필기)",81,"2809","보건의약관계 법규",16
"45514",2017,"의사(필기)",81,"2809","의학각론1(R형)",39
"45515",2017,"의사(필기)",81,"2809","의학각론2",64
"45516",2017,"의사(필기)",81,"2809","의학각론3",62
"45517",2017,"의사(필기)",81,"2809","의학각론4",46
"45518",2017,"의사(필기)",81,"2809","의학총론1",37
"45519",2017,"의사(필기)",81,"2809","의학총론2(R형)",5
"45520",2017,"의사(필기)",81,"2810","보건의약관계 법규",17
"45521",2017,"의사(필기)",81,"2810","의학각론1(R형)",35
"45522",2017,"의사(필기)",81,"2810","의학각론2",60
"45523",2017,"의사(필기)",81,"2810","의학각론3",60
"45524",2017,"의사(필기)",81,"2810","의학각론4",50
"45525",2017,"의사(필기)",81,"2810","의학총론1",39
"45526",2017,"의사(필기)",81,"2810","의학총론2(R형)",7
"45527",2017,"의사(필기)",81,"2811","보건의약관계 법규",12
"45528",2017,"의사(필기)",81,"2811","의학각론1(R형)",16
"45529",2017,"의사(필기)",81,"2811","의학각론2",34
"45530",2017,"의사(필기)",81,"2811","의학각론3",35
"45531",2017,"의사(필기)",81,"2811","의학각론4",29
"45532",2017,"의사(필기)",81,"2811","의학총론1",28
"45533",2017,"의사(필기)",81,"2811","의학총론2(R형)",2
"45534",2017,"의사(필기)",81,"2812","보건의약관계 법규",19
"45535",2017,"의사(필기)",81,"2812","의학각론1(R형)",40
"45536",2017,"의사(필기)",81,"2812","의학각론2",68
"45537",2017,"의사(필기)",81,"2812","의학각론3",69
"45538",2017,"의사(필기)",81,"2812","의학각론4",55
"45539",2017,"의사(필기)",81,"2812","의학총론1",34
"45540",2017,"의사(필기)",81,"2812","의학총론2(R형)",6
"45541",2017,"의사(필기)",81,"2813","보건의약관계 법규",20
"45542",2017,"의사(필기)",81,"2813","의학각론1(R형)",33
"45543",2017,"의사(필기)",81,"2813","의학각론2",63
"45544",2017,"의사(필기)",81,"2813","의학각론3",63
"45545",2017,"의사(필기)",81,"2813","의학각론4",46
"45546",2017,"의사(필기)",81,"2813","의학총론1",41
"45547",2017,"의사(필기)",81,"2813","의학총론2(R형)",7
"45548",2017,"의사(필기)",81,"2814","보건의약관계 법규",18
"45549",2017,"의사(필기)",81,"2814","의학각론1(R형)",27
"45550",2017,"의사(필기)",81,"2814","의학각론2",59
"45551",2017,"의사(필기)",81,"2814","의학각론3",58
"45552",2017,"의사(필기)",81,"2814","의학각론4",40
"45553",2017,"의사(필기)",81,"2814","의학총론1",30
"45554",2017,"의사(필기)",81,"2814","의학총론2(R형)",7
"45555",2017,"의사(필기)",81,"2815","보건의약관계 법규",18
"45556",2017,"의사(필기)",81,"2815","의학각론1(R형)",38
"45557",2017,"의사(필기)",81,"2815","의학각론2",62
"45558",2017,"의사(필기)",81,"2815","의학각론3",54
"45559",2017,"의사(필기)",81,"2815","의학각론4",49
"45560",2017,"의사(필기)",81,"2815","의학총론1",40
"45561",2017,"의사(필기)",81,"2815","의학총론2(R형)",6
"45562",2017,"의사(필기)",81,"2816","보건의약관계 법규",18
"45563",2017,"의사(필기)",81,"2816","의학각론1(R형)",24
"45564",2017,"의사(필기)",81,"2816","의학각론2",50
"45565",2017,"의사(필기)",81,"2816","의학각론3",49
"45566",2017,"의사(필기)",81,"2816","의학각론4",37
"45567",2017,"의사(필기)",81,"2816","의학총론1",32
"45568",2017,"의사(필기)",81,"2816","의학총론2(R형)",5
"45569",2017,"의사(필기)",81,"2817","보건의약관계 법규",17
"45570",2017,"의사(필기)",81,"2817","의학각론1(R형)",46
"45571",2017,"의사(필기)",81,"2817","의학각론2",72
"45572",2017,"의사(필기)",81,"2817","의학각론3",76
"45573",2017,"의사(필기)",81,"2817","의학각론4",52
"45574",2017,"의사(필기)",81,"2817","의학총론1",43
"45575",2017,"의사(필기)",81,"2817","의학총론2(R형)",8
"45576",2017,"의사(필기)",81,"2818","보건의약관계 법규",16
"45577",2017,"의사(필기)",81,"2818","의학각론1(R형)",32
"45578",2017,"의사(필기)",81,"2818","의학각론2",60
"45579",2017,"의사(필기)",81,"2818","의학각론3",58
"45580",2017,"의사(필기)",81,"2818","의학각론4",55
"45581",2017,"의사(필기)",81,"2818","의학총론1",40
"45582",2017,"의사(필기)",81,"2818","의학총론2(R형)",5
"45583",2017,"의사(필기)",81,"2819","보건의약관계 법규",15
"45584",2017,"의사(필기)",81,"2819","의학각론1(R형)",26
"45585",2017,"의사(필기)",81,"2819","의학각론2",61
"45586",2017,"의사(필기)",81,"2819","의학각론3",49
"45587",2017,"의사(필기)",81,"2819","의학각론4",40
"45588",2017,"의사(필기)",81,"2819","의학총론1",34
"45589",2017,"의사(필기)",81,"2819","의학총론2(R형)",3
"45590",2017,"의사(필기)",81,"2820","보건의약관계 법규",16
"45591",2017,"의사(필기)",81,"2820","의학각론1(R형)",26
"45592",2017,"의사(필기)",81,"2820","의학각론2",56
"45593",2017,"의사(필기)",81,"2820","의학각론3",52
"45594",2017,"의사(필기)",81,"2820","의학각론4",36
"45595",2017,"의사(필기)",81,"2820","의학총론1",31
"45596",2017,"의사(필기)",81,"2820","의학총론2(R형)",4
"45597",2017,"의사(필기)",81,"2821","보건의약관계 법규",18
"45598",2017,"의사(필기)",81,"2821","의학각론1(R형)",40
"45599",2017,"의사(필기)",81,"2821","의학각론2",69
"45600",2017,"의사(필기)",81,"2821","의학각론3",67
"45601",2017,"의사(필기)",81,"2821","의학각론4",58
"45602",2017,"의사(필기)",81,"2821","의학총론1",36
"45603",2017,"의사(필기)",81,"2821","의학총론2(R형)",6
"45604",2017,"의사(필기)",81,"2822","보건의약관계 법규",20
"45605",2017,"의사(필기)",81,"2822","의학각론1(R형)",38
"45606",2017,"의사(필기)",81,"2822","의학각론2",64
"45607",2017,"의사(필기)",81,"2822","의학각론3",62
"45608",2017,"의사(필기)",81,"2822","의학각론4",42
"45609",2017,"의사(필기)",81,"2822","의학총론1",37
"45610",2017,"의사(필기)",81,"2822","의학총론2(R형)",6
"45611",2017,"의사(필기)",81,"2823","보건의약관계 법규",15
"45612",2017,"의사(필기)",81,"2823","의학각론1(R형)",27
"45613",2017,"의사(필기)",81,"2823","의학각론2",55
"45614",2017,"의사(필기)",81,"2823","의학각론3",56
"45615",2017,"의사(필기)",81,"2823","의학각론4",41
"45616",2017,"의사(필기)",81,"2823","의학총론1",30
"45617",2017,"의사(필기)",81,"2823","의학총론2(R형)",4
"45618",2017,"의사(필기)",81,"2824","보건의약관계 법규",17
"45619",2017,"의사(필기)",81,"2824","의학각론1(R형)",33
"45620",2017,"의사(필기)",81,"2824","의학각론2",57
"45621",2017,"의사(필기)",81,"2824","의학각론3",62
"45622",2017,"의사(필기)",81,"2824","의학각론4",46
"45623",2017,"의사(필기)",81,"2824","의학총론1",36
"45624",2017,"의사(필기)",81,"2824","의학총론2(R형)",7
"45625",2017,"의사(필기)",81,"2825","보건의약관계 법규",15
"45626",2017,"의사(필기)",81,"2825","의학각론1(R형)",40
"45627",2017,"의사(필기)",81,"2825","의학각론2",66
"45628",2017,"의사(필기)",81,"2825","의학각론3",63
"45629",2017,"의사(필기)",81,"2825","의학각론4",51
"45630",2017,"의사(필기)",81,"2825","의학총론1",38
"45631",2017,"의사(필기)",81,"2825","의학총론2(R형)",6
"45632",2017,"의사(필기)",81,"2826","보건의약관계 법규",18
"45633",2017,"의사(필기)",81,"2826","의학각론1(R형)",40
"45634",2017,"의사(필기)",81,"2826","의학각론2",69
"45635",2017,"의사(필기)",81,"2826","의학각론3",62
"45636",2017,"의사(필기)",81,"2826","의학각론4",53
"45637",2017,"의사(필기)",81,"2826","의학총론1",40
"45638",2017,"의사(필기)",81,"2826","의학총론2(R형)",6
"45639",2017,"의사(필기)",81,"2827","보건의약관계 법규",18
"45640",2017,"의사(필기)",81,"2827","의학각론1(R형)",29
"45641",2017,"의사(필기)",81,"2827","의학각론2",59
"45642",2017,"의사(필기)",81,"2827","의학각론3",65
"45643",2017,"의사(필기)",81,"2827","의학각론4",49
"45644",2017,"의사(필기)",81,"2827","의학총론1",34
"45645",2017,"의사(필기)",81,"2827","의학총론2(R형)",6
"45646",2017,"의사(필기)",81,"2828","보건의약관계 법규",16
"45647",2017,"의사(필기)",81,"2828","의학각론1(R형)",36
"45648",2017,"의사(필기)",81,"2828","의학각론2",62
"45649",2017,"의사(필기)",81,"2828","의학각론3",66
"45650",2017,"의사(필기)",81,"2828","의학각론4",46
"45651",2017,"의사(필기)",81,"2828","의학총론1",39
"45652",2017,"의사(필기)",81,"2828","의학총론2(R형)",7
"45653",2017,"의사(필기)",81,"2829","보건의약관계 법규",19
"45654",2017,"의사(필기)",81,"2829","의학각론1(R형)",42
"45655",2017,"의사(필기)",81,"2829","의학각론2",71
"45656",2017,"의사(필기)",81,"2829","의학각론3",62
"45657",2017,"의사(필기)",81,"2829","의학각론4",50
"45658",2017,"의사(필기)",81,"2829","의학총론1",36
"45659",2017,"의사(필기)",81,"2829","의학총론2(R형)",7
"45660",2017,"의사(필기)",81,"2830","보건의약관계 법규",15
"45661",2017,"의사(필기)",81,"2830","의학각론1(R형)",33
"45662",2017,"의사(필기)",81,"2830","의학각론2",62
"45663",2017,"의사(필기)",81,"2830","의학각론3",60
"45664",2017,"의사(필기)",81,"2830","의학각론4",49
"45665",2017,"의사(필기)",81,"2830","의학총론1",38
"45666",2017,"의사(필기)",81,"2830","의학총론2(R형)",6
"45667",2017,"의사(필기)",81,"2831","보건의약관계 법규",17
"45668",2017,"의사(필기)",81,"2831","의학각론1(R형)",33
"45669",2017,"의사(필기)",81,"2831","의학각론2",56
"45670",2017,"의사(필기)",81,"2831","의학각론3",54
"45671",2017,"의사(필기)",81,"2831","의학각론4",39
"45672",2017,"의사(필기)",81,"2831","의학총론1",40
"45673",2017,"의사(필기)",81,"2831","의학총론2(R형)",4
"45674",2017,"의사(필기)",81,"2832","보건의약관계 법규",16
"45675",2017,"의사(필기)",81,"2832","의학각론1(R형)",30
"45676",2017,"의사(필기)",81,"2832","의학각론2",60
"45677",2017,"의사(필기)",81,"2832","의학각론3",65
"45678",2017,"의사(필기)",81,"2832","의학각론4",48
"45679",2017,"의사(필기)",81,"2832","의학총론1",36
"45680",2017,"의사(필기)",81,"2832","의학총론2(R형)",5
"45681",2017,"의사(필기)",81,"2833","보건의약관계 법규",16
"45682",2017,"의사(필기)",81,"2833","의학각론1(R형)",30
"45683",2017,"의사(필기)",81,"2833","의학각론2",53
"45684",2017,"의사(필기)",81,"2833","의학각론3",60
